Gene,Non-unique Gene name,Annotation,SPARK_0516,SPARK_1059,SPARK_1507,SPARK_1852,SPARK_1954,SPARK_2540
rutR,rutR,HTH-type transcriptional regulator RutR,JHOIBPIP_02466,HHCJKAOK_03050,BNPNPENK_03015,LNHDNJLJ_03136,KJPPOAMA_02491,KELBMKEO_02692
nicS,nicS,HTH-type transcriptional repressor NicS,JHOIBPIP_02246,HHCJKAOK_02826,BNPNPENK_02748,LNHDNJLJ_02924,KJPPOAMA_02267,KELBMKEO_02471
ompW,ompW,Outer membrane protein W,JHOIBPIP_01485,HHCJKAOK_01974,BNPNPENK_01954,LNHDNJLJ_02042,KJPPOAMA_01416,KELBMKEO_01653
leuE_1,leuE_1,Leucine efflux protein,JHOIBPIP_01419,HHCJKAOK_01908,BNPNPENK_01888,LNHDNJLJ_01973,KJPPOAMA_01350,KELBMKEO_01543
group_752,,hypothetical protein,JHOIBPIP_01272,HHCJKAOK_01751,BNPNPENK_01758,LNHDNJLJ_01814,KJPPOAMA_01196,KELBMKEO_01366
group_751,,hypothetical protein,JHOIBPIP_00761,HHCJKAOK_01288,BNPNPENK_01237,LNHDNJLJ_01294,KJPPOAMA_00736,KELBMKEO_00816
sspA,sspA,Stringent starvation protein A,JHOIBPIP_00040,HHCJKAOK_00492,BNPNPENK_00508,LNHDNJLJ_00510,KJPPOAMA_00008,KELBMKEO_00048
pyrE,pyrE,Orotate phosphoribosyltransferase,JHOIBPIP_04440,HHCJKAOK_00117,BNPNPENK_00111,LNHDNJLJ_00112,KJPPOAMA_04446,KELBMKEO_04603
group_748,,hypothetical protein,JHOIBPIP_03247,HHCJKAOK_03781,BNPNPENK_03840,LNHDNJLJ_03880,KJPPOAMA_03280,KELBMKEO_03419
lipB,lipB,Octanoyltransferase,JHOIBPIP_02987,HHCJKAOK_03520,BNPNPENK_03574,LNHDNJLJ_03620,KJPPOAMA_02954,KELBMKEO_03151
tmk,tmk,Thymidylate kinase,JHOIBPIP_02409,HHCJKAOK_02993,BNPNPENK_02958,LNHDNJLJ_03079,KJPPOAMA_02434,KELBMKEO_02631
hflD,hflD,High frequency lysogenization protein HflD,JHOIBPIP_02376,HHCJKAOK_02960,BNPNPENK_02915,LNHDNJLJ_03045,KJPPOAMA_02401,KELBMKEO_02598
pncA,pncA,Nicotinamidase,JHOIBPIP_01440,HHCJKAOK_01930,BNPNPENK_01910,LNHDNJLJ_01995,KJPPOAMA_01371,KELBMKEO_01608
eda,eda,KHG/KDPG aldolase,JHOIBPIP_01307,HHCJKAOK_01786,BNPNPENK_01793,LNHDNJLJ_01849,KJPPOAMA_01231,KELBMKEO_01417
udk,udk,Uridine kinase,JHOIBPIP_01141,HHCJKAOK_01630,BNPNPENK_01629,LNHDNJLJ_01691,KJPPOAMA_01073,KELBMKEO_01235
purN,purN,Phosphoribosylglycinamide formyltransferase,JHOIBPIP_00804,HHCJKAOK_01329,BNPNPENK_01279,LNHDNJLJ_01338,KJPPOAMA_00779,KELBMKEO_00859
group_745,,hypothetical protein,JHOIBPIP_03838,HHCJKAOK_04381,BNPNPENK_04436,LNHDNJLJ_04475,KJPPOAMA_03840,KELBMKEO_04001
adk,adk,Adenylate kinase,JHOIBPIP_03140,HHCJKAOK_03674,BNPNPENK_03733,LNHDNJLJ_03774,KJPPOAMA_03174,KELBMKEO_03313
cheZ,cheZ,Protein phosphatase CheZ,JHOIBPIP_02637,HHCJKAOK_03154,BNPNPENK_03196,LNHDNJLJ_03240,KJPPOAMA_02591,KELBMKEO_02788
rnt,rnt,Ribonuclease T,JHOIBPIP_02115,HHCJKAOK_02700,BNPNPENK_02622,LNHDNJLJ_02800,KJPPOAMA_02138,KELBMKEO_02350
nagL,nagL,Maleylpyruvate isomerase,JHOIBPIP_01082,HHCJKAOK_01569,BNPNPENK_01566,LNHDNJLJ_01625,KJPPOAMA_01014,KELBMKEO_01161
yfcF,yfcF,Glutathione S-transferase YfcF,JHOIBPIP_00964,HHCJKAOK_01449,BNPNPENK_01449,LNHDNJLJ_01508,KJPPOAMA_00897,KELBMKEO_01041
betI_5,betI_5,HTH-type transcriptional regulator BetI,JHOIBPIP_04385,HHCJKAOK_00061,BNPNPENK_00059,LNHDNJLJ_00062,KJPPOAMA_04391,KELBMKEO_04547
cobC_2,cobC_2,Adenosylcobalamin/alpha-ribazole phosphatase,JHOIBPIP_03615,HHCJKAOK_04172,BNPNPENK_04228,LNHDNJLJ_04257,KJPPOAMA_03637,KELBMKEO_03778
gloC,gloC,Hydroxyacylglutathione hydrolase GloC,JHOIBPIP_02696,HHCJKAOK_03233,BNPNPENK_03279,LNHDNJLJ_03307,KJPPOAMA_02659,KELBMKEO_02857
group_743,,hypothetical protein,JHOIBPIP_02427,HHCJKAOK_03011,BNPNPENK_02976,LNHDNJLJ_03097,KJPPOAMA_02452,KELBMKEO_02649
group_742,,hypothetical protein,JHOIBPIP_02311,HHCJKAOK_02895,BNPNPENK_02802,LNHDNJLJ_02981,KJPPOAMA_02336,KELBMKEO_02533
narL,narL,Nitrate/nitrite response regulator protein NarL,JHOIBPIP_02330,HHCJKAOK_02914,BNPNPENK_02821,LNHDNJLJ_03000,KJPPOAMA_02355,KELBMKEO_02552
group_739,,Chloramphenicol acetyltransferase,JHOIBPIP_02161,HHCJKAOK_02747,BNPNPENK_02670,LNHDNJLJ_02847,KJPPOAMA_02184,KELBMKEO_02396
rcsB_2,rcsB_2,Transcriptional regulatory protein RcsB,JHOIBPIP_01016,HHCJKAOK_01502,BNPNPENK_01503,LNHDNJLJ_01561,KJPPOAMA_00950,KELBMKEO_01094
rseA,rseA,Anti-sigma-E factor RseA,JHOIBPIP_00736,HHCJKAOK_01261,BNPNPENK_01210,LNHDNJLJ_01267,KJPPOAMA_00711,KELBMKEO_00789
ulaD,ulaD,3-keto-L-gulonate-6-phosphate decarboxylase UlaD,JHOIBPIP_03880,HHCJKAOK_04424,BNPNPENK_04478,LNHDNJLJ_04521,KJPPOAMA_03882,KELBMKEO_04044
metI_2,metI_2,D-methionine transport system permease protein MetI,JHOIBPIP_03391,HHCJKAOK_03951,BNPNPENK_04003,LNHDNJLJ_04032,KJPPOAMA_03417,KELBMKEO_03558
nfsB,nfsB,Oxygen-insensitive NAD(P)H nitroreductase,JHOIBPIP_03058,HHCJKAOK_03591,BNPNPENK_03646,LNHDNJLJ_03690,KJPPOAMA_03029,KELBMKEO_03222
csgD,csgD,CsgBAC operon transcriptional regulatory protein,JHOIBPIP_00302,HHCJKAOK_00750,BNPNPENK_00770,LNHDNJLJ_00772,KJPPOAMA_00278,KELBMKEO_00312
ribB,ribB,34-dihydroxy-2-butanone 4-phosphate synthase,JHOIBPIP_00214,HHCJKAOK_00664,BNPNPENK_00682,LNHDNJLJ_00691,KJPPOAMA_00186,KELBMKEO_00226
elbB,elbB,Glyoxalase ElbB,JHOIBPIP_00046,HHCJKAOK_00498,BNPNPENK_00514,LNHDNJLJ_00516,KJPPOAMA_00014,KELBMKEO_00054
iprA_5,iprA_5,Inhibitor of hydrogen peroxide resistance,JHOIBPIP_03087,HHCJKAOK_03622,BNPNPENK_03674,LNHDNJLJ_03718,KJPPOAMA_03058,KELBMKEO_03252
pdxH,pdxH,Pyridoxine/pyridoxamine 5'-phosphate oxidase,JHOIBPIP_02100,HHCJKAOK_02685,BNPNPENK_02607,LNHDNJLJ_02785,KJPPOAMA_02123,KELBMKEO_02335
pcaJ,pcaJ,3-oxoadipate CoA-transferase subunit B,JHOIBPIP_02047,HHCJKAOK_02631,BNPNPENK_02553,LNHDNJLJ_02732,KJPPOAMA_02070,KELBMKEO_02281
fdnI,fdnI,Formate dehydrogenase nitrate-inducible cytochrome b556(Fdn) subunit,JHOIBPIP_01742,HHCJKAOK_02298,BNPNPENK_02252,LNHDNJLJ_02416,KJPPOAMA_01721,KELBMKEO_01923
queH,queH,Epoxyqueuosine reductase QueH,JHOIBPIP_00402,HHCJKAOK_00915,BNPNPENK_00873,LNHDNJLJ_00879,KJPPOAMA_00382,KELBMKEO_00416
rluA_2,rluA_2,Dual-specificity RNA pseudouridine synthase RluA,JHOIBPIP_03532,HHCJKAOK_04094,BNPNPENK_04145,LNHDNJLJ_04175,KJPPOAMA_03559,KELBMKEO_03700
glnP_1,glnP_1,Glutamine transport system permease protein GlnP,JHOIBPIP_02818,HHCJKAOK_03354,BNPNPENK_03404,LNHDNJLJ_03449,KJPPOAMA_02785,KELBMKEO_02985
yccA,yccA,Modulator of FtsH protease YccA,JHOIBPIP_02661,HHCJKAOK_03188,BNPNPENK_03239,LNHDNJLJ_03267,KJPPOAMA_02615,KELBMKEO_02812
yecS_2,yecS_2,L-cystine transport system permease protein YecS,JHOIBPIP_01880,HHCJKAOK_02436,BNPNPENK_02387,LNHDNJLJ_02557,KJPPOAMA_01865,KELBMKEO_02066
ycgM,ycgM,putative protein YcgM,JHOIBPIP_01361,HHCJKAOK_01840,BNPNPENK_01843,LNHDNJLJ_01903,KJPPOAMA_01285,KELBMKEO_01471
exoX_1,exoX_1,Exodeoxyribonuclease 10,JHOIBPIP_01312,HHCJKAOK_01791,BNPNPENK_01798,LNHDNJLJ_01854,KJPPOAMA_01236,KELBMKEO_01422
hxpA,hxpA,Hexitol phosphatase A,JHOIBPIP_00971,HHCJKAOK_01456,BNPNPENK_01456,LNHDNJLJ_01515,KJPPOAMA_00904,KELBMKEO_01048
dedA,dedA,Protein DedA,JHOIBPIP_00946,HHCJKAOK_01431,BNPNPENK_01431,LNHDNJLJ_01490,KJPPOAMA_00880,KELBMKEO_01023
ccmB,ccmB,Heme exporter protein B,JHOIBPIP_00668,HHCJKAOK_01162,BNPNPENK_01148,LNHDNJLJ_01146,KJPPOAMA_00636,KELBMKEO_00673
group_730,,hypothetical protein,JHOIBPIP_00359,HHCJKAOK_00811,BNPNPENK_00832,LNHDNJLJ_00836,KJPPOAMA_00340,KELBMKEO_00373
yghB,yghB,Inner membrane protein YghB,JHOIBPIP_00240,HHCJKAOK_00687,BNPNPENK_00706,LNHDNJLJ_00715,KJPPOAMA_00209,KELBMKEO_00250
qseB,qseB,Transcriptional regulatory protein QseB,JHOIBPIP_00227,HHCJKAOK_00677,BNPNPENK_00695,LNHDNJLJ_00704,KJPPOAMA_00199,KELBMKEO_00239
yiaD,yiaD,putative lipoprotein YiaD,JHOIBPIP_04513,HHCJKAOK_00191,BNPNPENK_00195,LNHDNJLJ_00197,KJPPOAMA_04519,KELBMKEO_04677
can_1,can_1,Carbonic anhydrase 2,JHOIBPIP_03455,HHCJKAOK_04016,BNPNPENK_04068,LNHDNJLJ_04097,KJPPOAMA_03481,KELBMKEO_03622
rpiA,rpiA,Ribose-5-phosphate isomerase A,JHOIBPIP_00340,HHCJKAOK_00792,BNPNPENK_00813,LNHDNJLJ_00816,KJPPOAMA_00321,KELBMKEO_00354
yqjA,yqjA,Inner membrane protein YqjA,JHOIBPIP_00143,HHCJKAOK_00592,BNPNPENK_00609,LNHDNJLJ_00611,KJPPOAMA_00108,KELBMKEO_00148
yhhQ,yhhQ,Queuosine precursor transporter,JHOIBPIP_04603,HHCJKAOK_00277,BNPNPENK_00288,LNHDNJLJ_00292,KJPPOAMA_04607,KELBMKEO_04766
group_725,,hypothetical protein,JHOIBPIP_04444,HHCJKAOK_00121,BNPNPENK_00115,LNHDNJLJ_00116,KJPPOAMA_04450,KELBMKEO_04607
yieH,yieH,6-phosphogluconate phosphatase,JHOIBPIP_04318,HHCJKAOK_04855,BNPNPENK_04925,LNHDNJLJ_04960,KJPPOAMA_04321,KELBMKEO_04474
group_724,,hypothetical protein,JHOIBPIP_03259,HHCJKAOK_03793,BNPNPENK_03852,LNHDNJLJ_03892,KJPPOAMA_03292,KELBMKEO_03431
group_723,,hypothetical protein,JHOIBPIP_01879,HHCJKAOK_02435,BNPNPENK_02386,LNHDNJLJ_02556,KJPPOAMA_01864,KELBMKEO_02065
ftsE,ftsE,Cell division ATP-binding protein FtsE,JHOIBPIP_04611,HHCJKAOK_00285,BNPNPENK_00296,LNHDNJLJ_00300,KJPPOAMA_04615,KELBMKEO_04774
artM_2,artM_2,Arginine ABC transporter permease protein ArtM,JHOIBPIP_02759,HHCJKAOK_03295,BNPNPENK_03343,LNHDNJLJ_03374,KJPPOAMA_02723,KELBMKEO_02919
group_719,,hypothetical protein,JHOIBPIP_01972,HHCJKAOK_02557,BNPNPENK_02477,LNHDNJLJ_02657,KJPPOAMA_01987,KELBMKEO_02207
group_718,,hypothetical protein,JHOIBPIP_01672,HHCJKAOK_02229,BNPNPENK_02183,LNHDNJLJ_02348,KJPPOAMA_01652,KELBMKEO_01855
pspA_1,pspA_1,Phage shock protein A,JHOIBPIP_01547,HHCJKAOK_02092,BNPNPENK_02029,LNHDNJLJ_02180,KJPPOAMA_01527,KELBMKEO_01707
group_717,,hypothetical protein,JHOIBPIP_01268,HHCJKAOK_01747,BNPNPENK_01754,LNHDNJLJ_01810,KJPPOAMA_01192,KELBMKEO_01362
yecS_1,yecS_1,L-cystine transport system permease protein YecS,JHOIBPIP_01255,HHCJKAOK_01734,BNPNPENK_01742,LNHDNJLJ_01798,KJPPOAMA_01171,KELBMKEO_01349
folE,folE,GTP cyclohydrolase 1,JHOIBPIP_01068,HHCJKAOK_01555,BNPNPENK_01552,LNHDNJLJ_01611,KJPPOAMA_01000,KELBMKEO_01147
nfi,nfi,Endonuclease V,JHOIBPIP_04076,HHCJKAOK_04613,BNPNPENK_04672,LNHDNJLJ_04713,KJPPOAMA_04081,KELBMKEO_04236
basR,basR,Transcriptional regulatory protein BasR,JHOIBPIP_02846,HHCJKAOK_03382,BNPNPENK_03432,LNHDNJLJ_03477,KJPPOAMA_02813,KELBMKEO_03013
metI_1,metI_1,D-methionine transport system permease protein MetI,JHOIBPIP_01935,HHCJKAOK_02519,BNPNPENK_02441,LNHDNJLJ_02621,KJPPOAMA_01949,KELBMKEO_02169
queE,queE,7-carboxy-7-deazaguanine synthase,JHOIBPIP_00518,HHCJKAOK_01030,BNPNPENK_00989,LNHDNJLJ_00998,KJPPOAMA_00497,KELBMKEO_00531
group_713,,hypothetical protein,JHOIBPIP_00217,HHCJKAOK_00667,BNPNPENK_00685,LNHDNJLJ_00694,KJPPOAMA_00189,KELBMKEO_00229
yiiM,yiiM,Protein YiiM,JHOIBPIP_04145,HHCJKAOK_04682,BNPNPENK_04749,LNHDNJLJ_04791,KJPPOAMA_04150,KELBMKEO_04305
gltK,gltK,Glutamate/aspartate import permease protein GltK,JHOIBPIP_02970,HHCJKAOK_03503,BNPNPENK_03555,LNHDNJLJ_03603,KJPPOAMA_02937,KELBMKEO_03134
phoP_1,phoP_1,Virulence transcriptional regulatory protein PhoP,JHOIBPIP_02378,HHCJKAOK_02962,BNPNPENK_02917,LNHDNJLJ_03047,KJPPOAMA_02403,KELBMKEO_02600
emtA,emtA,Endo-type membrane-bound lytic murein transglycosylase A,JHOIBPIP_01372,HHCJKAOK_01853,BNPNPENK_01854,LNHDNJLJ_01914,KJPPOAMA_01298,KELBMKEO_01482
nuoB,nuoB,NADH-quinone oxidoreductase subunit B,JHOIBPIP_00977,HHCJKAOK_01462,BNPNPENK_01462,LNHDNJLJ_01521,KJPPOAMA_00910,KELBMKEO_01054
group_710,,hypothetical protein,JHOIBPIP_00257,HHCJKAOK_00704,BNPNPENK_00723,LNHDNJLJ_00732,KJPPOAMA_00226,KELBMKEO_00267
group_707,,hypothetical protein,JHOIBPIP_03870,HHCJKAOK_04414,BNPNPENK_04468,LNHDNJLJ_04511,KJPPOAMA_03872,KELBMKEO_04034
rpe,rpe,Ribulose-phosphate 3-epimerase,JHOIBPIP_04683,HHCJKAOK_00360,BNPNPENK_00373,LNHDNJLJ_00377,KJPPOAMA_04687,KELBMKEO_04846
yjjG,yjjG,Pyrimidine 5'-nucleotidase YjjG,JHOIBPIP_03634,HHCJKAOK_04191,BNPNPENK_04247,LNHDNJLJ_04276,KJPPOAMA_03656,KELBMKEO_03797
kdpE,kdpE,KDP operon transcriptional regulatory protein KdpE,JHOIBPIP_02935,HHCJKAOK_03468,BNPNPENK_03520,LNHDNJLJ_03568,KJPPOAMA_02902,KELBMKEO_03099
cecR,cecR,HTH-type transcriptional dual regulator CecR,JHOIBPIP_02829,HHCJKAOK_03365,BNPNPENK_03415,LNHDNJLJ_03460,KJPPOAMA_02796,KELBMKEO_02996
flgD,flgD,Basal-body rod modification protein FlgD,JHOIBPIP_02628,HHCJKAOK_03145,BNPNPENK_03187,LNHDNJLJ_03231,KJPPOAMA_02582,KELBMKEO_02779
ycaC_2,ycaC_2,putative hydrolase YcaC,JHOIBPIP_02454,HHCJKAOK_03038,BNPNPENK_03003,LNHDNJLJ_03124,KJPPOAMA_02479,KELBMKEO_02676
narI,narI,Respiratory nitrate reductase 1 gamma chain,JHOIBPIP_02324,HHCJKAOK_02908,BNPNPENK_02815,LNHDNJLJ_02994,KJPPOAMA_02349,KELBMKEO_02546
tctD,tctD,Transcriptional regulatory protein tctD,JHOIBPIP_01000,HHCJKAOK_01485,BNPNPENK_01485,LNHDNJLJ_01544,KJPPOAMA_00933,KELBMKEO_01077
chaC,chaC,Glutathione-specific gamma-glutamylcyclotransferase,JHOIBPIP_02340,HHCJKAOK_02924,BNPNPENK_02831,LNHDNJLJ_03010,KJPPOAMA_02365,KELBMKEO_02562
narV,narV,Respiratory nitrate reductase 2 gamma chain,JHOIBPIP_01723,HHCJKAOK_02279,BNPNPENK_02233,LNHDNJLJ_02397,KJPPOAMA_01702,KELBMKEO_01904
rnc,rnc,Ribonuclease 3,JHOIBPIP_00741,HHCJKAOK_01266,BNPNPENK_01215,LNHDNJLJ_01272,KJPPOAMA_00716,KELBMKEO_00794
yrfG,yrfG,GMP/IMP nucleotidase YrfG,JHOIBPIP_04671,HHCJKAOK_00345,BNPNPENK_00361,LNHDNJLJ_00365,KJPPOAMA_04675,KELBMKEO_04834
group_704,,hypothetical protein,JHOIBPIP_03958,HHCJKAOK_04500,BNPNPENK_04553,LNHDNJLJ_04596,KJPPOAMA_03958,KELBMKEO_04119
cusR,cusR,Transcriptional regulatory protein CusR,JHOIBPIP_03749,HHCJKAOK_04309,BNPNPENK_04357,LNHDNJLJ_04386,KJPPOAMA_03765,KELBMKEO_03910
lpfB_2,lpfB_2,putative fimbrial chaperone LpfB,JHOIBPIP_03322,HHCJKAOK_03883,BNPNPENK_03934,LNHDNJLJ_03957,KJPPOAMA_03352,KELBMKEO_03490
cmk,cmk,Cytidylate kinase,JHOIBPIP_02713,HHCJKAOK_03250,BNPNPENK_03297,LNHDNJLJ_03325,KJPPOAMA_02676,KELBMKEO_02874
proQ,proQ,RNA chaperone ProQ,JHOIBPIP_01330,HHCJKAOK_01809,BNPNPENK_01812,LNHDNJLJ_01872,KJPPOAMA_01254,KELBMKEO_01440
ulaF,ulaF,L-ribulose-5-phosphate 4-epimerase UlaF,JHOIBPIP_03878,HHCJKAOK_04422,BNPNPENK_04476,LNHDNJLJ_04519,KJPPOAMA_03880,KELBMKEO_04042
pcaI,pcaI,3-oxoadipate CoA-transferase subunit A,JHOIBPIP_02048,HHCJKAOK_02632,BNPNPENK_02554,LNHDNJLJ_02733,KJPPOAMA_02071,KELBMKEO_02282
rspR_2,rspR_2,HTH-type transcriptional repressor RspR,JHOIBPIP_01995,HHCJKAOK_02580,BNPNPENK_02499,LNHDNJLJ_02679,KJPPOAMA_02010,KELBMKEO_02230
hisQ,hisQ,Histidine transport system permease protein HisQ,JHOIBPIP_00955,HHCJKAOK_01440,BNPNPENK_01440,LNHDNJLJ_01499,KJPPOAMA_00889,KELBMKEO_01032
trmH_2,trmH_2,tRNA (guanosine(18)-2'-O)-methyltransferase,JHOIBPIP_04431,HHCJKAOK_00109,BNPNPENK_00103,LNHDNJLJ_00104,KJPPOAMA_04437,KELBMKEO_04595
lutR,lutR,HTH-type transcriptional regulator LutR,JHOIBPIP_04334,HHCJKAOK_00008,BNPNPENK_00008,LNHDNJLJ_00008,KJPPOAMA_04337,KELBMKEO_04490
group_698,,hypothetical protein,JHOIBPIP_04160,HHCJKAOK_04697,BNPNPENK_04764,LNHDNJLJ_04802,KJPPOAMA_04165,KELBMKEO_04320
pepE,pepE,Peptidase E,JHOIBPIP_04055,HHCJKAOK_04593,BNPNPENK_04652,LNHDNJLJ_04693,KJPPOAMA_04060,KELBMKEO_04216
yohK_2,yohK_2,Inner membrane protein YohK,JHOIBPIP_03999,HHCJKAOK_04540,BNPNPENK_04594,LNHDNJLJ_04636,KJPPOAMA_03998,KELBMKEO_04159
phoB,phoB,Phosphate regulon transcriptional regulatory protein PhoB,JHOIBPIP_03253,HHCJKAOK_03787,BNPNPENK_03846,LNHDNJLJ_03886,KJPPOAMA_03286,KELBMKEO_03425
modB,modB,Molybdenum transport system permease protein ModB,JHOIBPIP_02877,HHCJKAOK_03410,BNPNPENK_03463,LNHDNJLJ_03509,KJPPOAMA_02844,KELBMKEO_03041
ung,ung,Uracil-DNA glycosylase,JHOIBPIP_00730,HHCJKAOK_01255,BNPNPENK_01204,LNHDNJLJ_01261,KJPPOAMA_00705,KELBMKEO_00783
glaR,glaR,HTH-type transcriptional repressor GlaR,JHOIBPIP_03331,HHCJKAOK_03892,BNPNPENK_03943,LNHDNJLJ_03966,KJPPOAMA_03361,KELBMKEO_03499
tolQ,tolQ,Tol-Pal system protein TolQ,JHOIBPIP_02904,HHCJKAOK_03437,BNPNPENK_03490,LNHDNJLJ_03537,KJPPOAMA_02871,KELBMKEO_03068
pyrG_2,pyrG_2,CTP synthase,JHOIBPIP_01425,HHCJKAOK_01914,BNPNPENK_01895,LNHDNJLJ_01980,KJPPOAMA_01356,KELBMKEO_01592
ygeA,ygeA,L-aspartate/glutamate-specific racemase,JHOIBPIP_00460,HHCJKAOK_00974,BNPNPENK_00932,LNHDNJLJ_00939,KJPPOAMA_00440,KELBMKEO_00475
yhhW,yhhW,Quercetin 23-dioxygenase,JHOIBPIP_04631,HHCJKAOK_00305,BNPNPENK_00319,LNHDNJLJ_00323,KJPPOAMA_04635,KELBMKEO_04794
araD,araD,L-ribulose-5-phosphate 4-epimerase AraD,JHOIBPIP_03529,HHCJKAOK_04091,BNPNPENK_04142,LNHDNJLJ_04172,KJPPOAMA_03556,KELBMKEO_03697
ecpE_2,ecpE_2,putative fimbrial chaperone EcpE,JHOIBPIP_03293,HHCJKAOK_03826,BNPNPENK_03886,LNHDNJLJ_03926,KJPPOAMA_03327,KELBMKEO_03465
aqpZ,aqpZ,Aquaporin Z,JHOIBPIP_02742,HHCJKAOK_03278,BNPNPENK_03326,LNHDNJLJ_03356,KJPPOAMA_02706,KELBMKEO_02902
yohK_1,yohK_1,Inner membrane protein YohK,JHOIBPIP_01076,HHCJKAOK_01563,BNPNPENK_01560,LNHDNJLJ_01619,KJPPOAMA_01008,KELBMKEO_01155
mutH,mutH,DNA mismatch repair protein MutH,JHOIBPIP_00471,HHCJKAOK_00985,BNPNPENK_00943,LNHDNJLJ_00951,KJPPOAMA_00451,KELBMKEO_00486
dedD,dedD,Cell division protein DedD,JHOIBPIP_00949,HHCJKAOK_01434,BNPNPENK_01434,LNHDNJLJ_01493,KJPPOAMA_00883,KELBMKEO_01026
rpsC,rpsC,30S ribosomal protein S3,JHOIBPIP_04731,HHCJKAOK_00405,BNPNPENK_00421,LNHDNJLJ_00422,KJPPOAMA_04732,KELBMKEO_04891
cpxR,cpxR,Transcriptional regulatory protein CpxR,JHOIBPIP_04143,HHCJKAOK_04680,BNPNPENK_04747,LNHDNJLJ_04789,KJPPOAMA_04148,KELBMKEO_04303
citB_1,citB_1,Transcriptional regulatory protein CitB,JHOIBPIP_03536,HHCJKAOK_04098,BNPNPENK_04149,LNHDNJLJ_04179,KJPPOAMA_03563,KELBMKEO_03704
mtnN,mtnN,5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase,JHOIBPIP_03430,HHCJKAOK_03991,BNPNPENK_04042,LNHDNJLJ_04072,KJPPOAMA_03456,KELBMKEO_03597
rsxE,rsxE,Ion-translocating oxidoreductase complex subunit E,JHOIBPIP_02094,HHCJKAOK_02679,BNPNPENK_02600,LNHDNJLJ_02779,KJPPOAMA_02116,KELBMKEO_02329
group_687,,hypothetical protein,JHOIBPIP_00821,HHCJKAOK_01346,BNPNPENK_01296,LNHDNJLJ_01355,KJPPOAMA_00796,KELBMKEO_00876
group_686,,hypothetical protein,JHOIBPIP_00727,HHCJKAOK_01252,BNPNPENK_01201,LNHDNJLJ_01258,KJPPOAMA_00702,KELBMKEO_00780
fadR_2,fadR_2,Fatty acid metabolism regulator protein,JHOIBPIP_04282,HHCJKAOK_04817,BNPNPENK_04888,LNHDNJLJ_04923,KJPPOAMA_04286,KELBMKEO_04438
fre,fre,NAD(P)H-flavin reductase,JHOIBPIP_04198,HHCJKAOK_04735,BNPNPENK_04806,LNHDNJLJ_04841,KJPPOAMA_04203,KELBMKEO_04358
fliH,fliH,Flagellar assembly protein FliH,JHOIBPIP_02594,HHCJKAOK_03111,BNPNPENK_03154,LNHDNJLJ_03198,KJPPOAMA_02547,KELBMKEO_02741
lolD_1,lolD_1,Lipoprotein-releasing system ATP-binding protein LolD,JHOIBPIP_02391,HHCJKAOK_02975,BNPNPENK_02940,LNHDNJLJ_03061,KJPPOAMA_02416,KELBMKEO_02613
minC,minC,Septum site-determining protein MinC,JHOIBPIP_01359,HHCJKAOK_01838,BNPNPENK_01841,LNHDNJLJ_01901,KJPPOAMA_01283,KELBMKEO_01469
rplA,rplA,50S ribosomal protein L1,JHOIBPIP_04094,HHCJKAOK_04631,BNPNPENK_04690,LNHDNJLJ_04731,KJPPOAMA_04099,KELBMKEO_04254
pdeH,pdeH,Cyclic di-GMP phosphodiesterase PdeH,JHOIBPIP_03325,HHCJKAOK_03886,BNPNPENK_03937,LNHDNJLJ_03960,KJPPOAMA_03355,KELBMKEO_03493
ybhL,ybhL,Inner membrane protein YbhL,JHOIBPIP_02838,HHCJKAOK_03374,BNPNPENK_03424,LNHDNJLJ_03469,KJPPOAMA_02805,KELBMKEO_03005
mukE,mukE,Chromosome partition protein MukE,JHOIBPIP_02700,HHCJKAOK_03237,BNPNPENK_03283,LNHDNJLJ_03311,KJPPOAMA_02663,KELBMKEO_02861
nagK_1,nagK_1,Fumarylpyruvate hydrolase,JHOIBPIP_01081,HHCJKAOK_01568,BNPNPENK_01565,LNHDNJLJ_01624,KJPPOAMA_01013,KELBMKEO_01160
group_672,,hypothetical protein,JHOIBPIP_04228,HHCJKAOK_04764,BNPNPENK_04835,LNHDNJLJ_04870,KJPPOAMA_04232,KELBMKEO_04387
trmO,trmO,tRNA (adenine(37)-N6)-methyltransferase,JHOIBPIP_03394,HHCJKAOK_03954,BNPNPENK_04006,LNHDNJLJ_04035,KJPPOAMA_03420,KELBMKEO_03561
scoA,scoA,putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit A,JHOIBPIP_02171,HHCJKAOK_02758,BNPNPENK_02682,LNHDNJLJ_02859,KJPPOAMA_02194,KELBMKEO_02407
group_671,,hypothetical protein,JHOIBPIP_01829,HHCJKAOK_02383,BNPNPENK_02336,LNHDNJLJ_02501,KJPPOAMA_01808,KELBMKEO_02008
endA,endA,Endonuclease-1,JHOIBPIP_00307,HHCJKAOK_00755,BNPNPENK_00775,LNHDNJLJ_00777,KJPPOAMA_00283,KELBMKEO_00317
group_666,,hypothetical protein,JHOIBPIP_04507,HHCJKAOK_00185,BNPNPENK_00189,LNHDNJLJ_00191,KJPPOAMA_04513,KELBMKEO_04671
narJ,narJ,Nitrate reductase molybdenum cofactor assembly chaperone NarJ,JHOIBPIP_02325,HHCJKAOK_02909,BNPNPENK_02816,LNHDNJLJ_02995,KJPPOAMA_02350,KELBMKEO_02547
